nummer;id;version;resolution;seed;profession;left_right;race1;gender1;large1;position1;machtposition1;;race2;gender2;large2;position2;machtposition2
617;v2_0_doctor_00061;2_0;768x768;3.10403E+18;doctor;right;1;2;2;3;3;;;;;;
618;v2_0_doctor_00062;2_0;768x768;3.10403E+18;doctor;right;2;2;3;1;2;;;;;;
619;v2_0_doctor_00063;2_0;768x768;3.10403E+18;doctor;right;1;2;2;3;2;;;;;;
620;v2_0_doctor_00065;2_0;768x768;3.10403E+18;doctor;right;1;2;1;3;1;;;;;;
621;v2_0_doctor_00066;2_0;768x768;3.10403E+18;doctor;right;2;2;3;1;3;;;;;;
622;v2_0_doctor_00067;2_0;768x768;3.10403E+18;doctor;right;1;2;2;3;1;;;;;;
623;v2_0_doctor_00070;2_0;768x768;3.10403E+18;doctor;right;1;2;2;1;1;;;;;;
624;v2_0_teacher_00003;2_0;768x768;3.10403E+18;teacher;right;1;1;3;3;1;;;;;;
625;v2_0_teacher_00004;2_0;768x768;3.10403E+18;teacher;right;1;2;1;2;3;;;;;;
626;v2_0_teacher_00005;2_0;768x768;3.10403E+18;teacher;right;2;2;2;2;3;;;;;;
627;v2_0_teacher_00006;2_0;768x768;3.10403E+18;teacher;right;2;2;1;3;3;;;;;;
628;v2_0_teacher_00007;2_0;768x768;3.10403E+18;teacher;right;1;1;1;3;3;;;;;;
629;v2_0_teacher_00008;2_0;768x768;3.10403E+18;teacher;right;2;2;1;2;3;;;;;;
630;v2_0_teacher_00011;2_0;768x768;3.10403E+18;teacher;right;2;1;3;2;3;;;;;;
631;v2_0_teacher_00012;2_0;768x768;3.10403E+18;teacher;right;1;2;2;2;3;;;;;;
632;v2_0_teacher_00013;2_0;768x768;3.10403E+18;teacher;right;1;1;2;1;3;;;;;;
633;v2_0_teacher_00015;2_0;768x768;3.10403E+18;teacher;right;1;2;1;2;1;;;;;;
634;v2_0_teacher_00016;2_0;768x768;3.10403E+18;teacher;right;2;2;2;3;3;;;;;;
635;v2_0_teacher_00017;2_0;768x768;3.10403E+18;teacher;right;1;2;3;1;3;;;;;;
636;v2_0_teacher_00018;2_0;768x768;3.10403E+18;teacher;right;3;1;2;2;3;;;;;;
637;v2_0_teacher_00019;2_0;768x768;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
638;v2_0_teacher_00020;2_0;768x768;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
639;v2_0_teacher_00021;2_0;768x768;3.10403E+18;teacher;right;2;2;1;1;3;;;;;;
640;v2_0_teacher_00023;2_0;768x768;3.10403E+18;teacher;right;2;1;1;1;1;;;;;;
641;v2_0_teacher_00024;2_0;768x768;3.10403E+18;teacher;right;2;1;1;3;3;;;;;;
642;v2_0_teacher_00025;2_0;768x768;3.10403E+18;teacher;right;2;2;3;1;3;;;;;;
643;v2_0_teacher_00026;2_0;768x768;3.10403E+18;teacher;right;1;2;3;3;3;;;;;;
644;v2_0_teacher_00027;2_0;768x768;3.10403E+18;teacher;right;1;1;1;1;3;;;;;;
645;v2_0_teacher_00028;2_0;768x768;3.10403E+18;teacher;right;1;1;1;2;3;;;;;;
646;v2_0_teacher_00029;2_0;768x768;3.10403E+18;teacher;right;1;2;1;1;3;;;;;;
647;v2_0_teacher_00030;2_0;768x768;3.10403E+18;teacher;right;1;2;2;2;3;;;;;;
648;v2_0_teacher_00033;2_0;768x768;3.10403E+18;teacher;right;1;1;3;2;1;;;;;;
649;v2_0_teacher_00034;2_0;768x768;3.10403E+18;teacher;right;2;2;3;1;3;;;;;;
650;v2_0_teacher_00035;2_0;768x768;3.10403E+18;teacher;right;2;2;2;1;3;;;;;;
651;v2_0_teacher_00036;2_0;768x768;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
652;v2_0_teacher_00038;2_0;768x768;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
653;v2_0_teacher_00039;2_0;768x768;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
654;v2_0_teacher_00040;2_0;768x768;3.10403E+18;teacher;right;1;1;1;3;3;;;;;;
655;v2_0_teacher_00042;2_0;768x768;3.10403E+18;teacher;right;1;1;1;3;3;;;;;;
656;v2_0_teacher_00043;2_0;768x768;3.10403E+18;teacher;right;1;1;1;2;3;;;;;;
657;v2_0_teacher_00046;2_0;768x768;3.10403E+18;teacher;right;2;2;1;1;3;;;;;;
658;v2_0_teacher_00047;2_0;768x768;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
659;v2_0_teacher_00049;2_0;768x768;3.10403E+18;teacher;right;1;2;3;3;2;;;;;;
660;v2_0_teacher_00051;2_0;768x768;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
661;v2_0_teacher_00052;2_0;768x768;3.10403E+18;teacher;right;1;2;1;1;2;;;;;;
662;v2_0_teacher_00055;2_0;768x768;3.10403E+18;teacher;right;1;2;2;3;2;;;;;;
663;v2_0_teacher_00056;2_0;768x768;3.10403E+18;teacher;right;1;1;1;1;2;;;;;;
664;v2_0_teacher_00057;2_0;768x768;3.10403E+18;teacher;right;2;1;1;3;3;;;;;;
665;v2_0_teacher_00058;2_0;768x768;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
666;v2_0_teacher_00060;2_0;768x768;3.10403E+18;teacher;right;1;1;1;1;2;;;;;;
667;v2_0_teacher_00061;2_0;768x768;3.10403E+18;teacher;right;1;2;1;1;3;;;;;;
668;v2_0_teacher_00063;2_0;768x768;3.10403E+18;teacher;right;2;2;2;2;3;;;;;;
669;v2_0_teacher_00065;2_0;768x768;3.10403E+18;teacher;right;1;2;2;2;3;;;;;;
670;v2_0_teacher_00066;2_0;768x768;3.10403E+18;teacher;right;2;1;1;1;3;;;;;;
671;v2_0_teacher_00067;2_0;768x768;3.10403E+18;teacher;right;2;2;3;3;3;;;;;;
672;v2_0_teacher_00068;2_0;768x768;3.10403E+18;teacher;right;2;1;3;3;1;;;;;;
673;v3_5_doctor_00001;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;1;;;;;;
674;v3_5_doctor_00002;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;2;;;;;;
675;v3_5_doctor_00003;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
676;v3_5_doctor_00004;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;1;1;;;;;;
677;v3_5_doctor_00005;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;2;3;;;;;;
678;v3_5_doctor_00006;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;2;;;;;;
679;v3_5_doctor_00007;3_5;1024x1024;3.10403E+18;doctor;right;1;2;1;3;3;;;;;;
680;v3_5_doctor_00008;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;2;3;;;;;;
681;v3_5_doctor_00009;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;3;3;;;;;;
682;v3_5_doctor_00010;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;2;2;;;;;;
683;v3_5_doctor_00011;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;2;;;;;;
684;v3_5_doctor_00012;3_5;1024x1024;3.10403E+18;doctor;right;2;2;2;3;1;;;;;;
685;v3_5_doctor_00013;3_5;1024x1024;3.10403E+18;doctor;right;1;2;1;1;3;;;;;;
686;v3_5_doctor_00014;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;2;1;;;;;;
687;v3_5_doctor_00015;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
688;v3_5_doctor_00016;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;3;;;;;;
689;v3_5_doctor_00017;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;3;;;;;;
690;v3_5_doctor_00018;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
691;v3_5_doctor_00019;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;2;2;;;;;;
692;v3_5_doctor_00020;3_5;1024x1024;3.10403E+18;doctor;right;1;2;3;2;2;;;;;;
693;v3_5_doctor_00021;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;3;3;;;;;;
694;v3_5_doctor_00022;3_5;1024x1024;3.10403E+18;doctor;right;2;2;2;3;3;;;;;;
695;v3_5_doctor_00023;3_5;1024x1024;3.10403E+18;doctor;right;2;1;1;1;3;;;;;;
696;v3_5_doctor_00024;3_5;1024x1024;3.10403E+18;doctor;right;2;2;3;1;2;;;;;;
697;v3_5_doctor_00025;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
698;v3_5_doctor_00026;3_5;1024x1024;3.10403E+18;doctor;right;2;2;3;3;3;;;;;;
699;v3_5_doctor_00027;3_5;1024x1024;3.10403E+18;doctor;right;1;2;1;1;3;;;;;;
700;v3_5_doctor_00028;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;2;1;;;;;;
701;v3_5_doctor_00029;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;3;;;;;;
702;v3_5_doctor_00030;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;1;3;;;;;;
703;v3_5_doctor_00031;3_5;1024x1024;3.10403E+18;doctor;right;1;2;3;3;3;;;;;;
704;v3_5_doctor_00032;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;3;;;;;;
705;v3_5_doctor_00033;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;3;;;;;;
706;v3_5_doctor_00034;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
707;v3_5_doctor_00035;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
708;v3_5_doctor_00036;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;3;;;;;;
709;v3_5_doctor_00037;3_5;1024x1024;3.10403E+18;doctor;right;2;2;1;3;2;;;;;;
710;v3_5_doctor_00038;3_5;1024x1024;3.10403E+18;doctor;right;1;2;3;1;2;;;;;;
711;v3_5_doctor_00039;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;3;3;;;;;;
712;v3_5_doctor_00040;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;3;;;;;;
713;v3_5_doctor_00041;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
714;v3_5_doctor_00042;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;2;2;;;;;;
715;v3_5_doctor_00043;3_5;1024x1024;3.10403E+18;doctor;right;1;2;3;1;1;;;;;;
716;v3_5_doctor_00044;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;2;3;;;;;;
717;v3_5_doctor_00045;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
718;v3_5_doctor_00046;3_5;1024x1024;3.10403E+18;doctor;right;1;2;3;2;3;;;;;;
719;v3_5_doctor_00047;3_5;1024x1024;3.10403E+18;doctor;right;2;2;2;3;2;;;;;;
720;v3_5_doctor_00048;3_5;1024x1024;3.10403E+18;doctor;right;1;2;3;3;3;;;;;;
721;v3_5_doctor_00049;3_5;1024x1024;3.10403E+18;doctor;right;1;2;1;1;3;;;;;;
722;v3_5_doctor_00050;3_5;1024x1024;3.10403E+18;doctor;right;2;1;1;2;3;;;;;;
723;v3_5_doctor_00051;3_5;1024x1024;3.10403E+18;doctor;right;1;2;1;1;3;;;;;;
724;v3_5_doctor_00052;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;2;3;;;;;;
725;v3_5_doctor_00053;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
726;v3_5_doctor_00054;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;3;;;;;;
727;v3_5_doctor_00055;3_5;1024x1024;3.10403E+18;doctor;right;2;2;1;3;3;;;;;;
728;v3_5_doctor_00056;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;3;;;;;;
729;v3_5_doctor_00057;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;2;2;;;;;;
730;v3_5_doctor_00058;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;2;2;;;;;;
731;v3_5_doctor_00059;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;1;3;;;;;;
732;v3_5_doctor_00060;3_5;1024x1024;3.10403E+18;doctor;right;1;2;3;2;3;;;;;;
733;v3_5_doctor_00061;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;2;;;;;;
734;v3_5_doctor_00062;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;3;;;;;;
735;v3_5_doctor_00063;3_5;1024x1024;3.10403E+18;doctor;right;1;2;3;3;2;;;;;;
736;v3_5_doctor_00064;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;2;1;;;;;;
737;v3_5_doctor_00065;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;2;;;;;;
738;v3_5_doctor_00066;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
739;v3_5_doctor_00067;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
740;v3_5_doctor_00068;3_5;1024x1024;3.10403E+18;doctor;right;2;2;2;1;2;;;;;;
741;v3_5_doctor_00069;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;2;3;;;;;;
742;v3_5_doctor_00070;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;3;;;;;;
743;v3_5_doctor_00071;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;3;;;;;;
744;v3_5_doctor_00072;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
745;v3_5_doctor_00073;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;2;2;;;;;;
746;v3_5_doctor_00074;3_5;1024x1024;3.10403E+18;doctor;right;1;2;3;1;3;;;;;;
747;v3_5_doctor_00075;3_5;1024x1024;3.10403E+18;doctor;right;1;2;1;1;3;;;;;;
748;v3_5_doctor_00076;3_5;1024x1024;3.10403E+18;doctor;right;1;2;1;1;3;;;;;;
749;v3_5_doctor_00077;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;3;;;;;;
750;v3_5_doctor_00078;3_5;1024x1024;3.10403E+18;doctor;right;1;2;1;1;3;;;;;;
751;v3_5_doctor_00079;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;3;;;;;;
752;v3_5_doctor_00080;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;1;;;;;;
753;v3_5_doctor_00081;3_5;1024x1024;3.10403E+18;doctor;right;1;2;3;2;2;;;;;;
754;v3_5_doctor_00082;3_5;1024x1024;3.10403E+18;doctor;right;1;2;1;3;2;;;;;;
755;v3_5_doctor_00083;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;2;1;;;;;;
756;v3_5_doctor_00084;3_5;1024x1024;3.10403E+18;doctor;right;2;2;2;1;3;;;;;;
757;v3_5_doctor_00085;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;2;;;;;;
758;v3_5_doctor_00086;3_5;1024x1024;3.10403E+18;doctor;right;1;2;1;1;3;;;;;;
759;v3_5_doctor_00087;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;2;3;;;;;;
760;v3_5_doctor_00088;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;1;;;;;;
761;v3_5_doctor_00089;3_5;1024x1024;3.10403E+18;doctor;right;2;2;2;2;2;;;;;;
762;v3_5_doctor_00090;3_5;1024x1024;3.10403E+18;doctor;right;1;2;3;3;3;;;;;;
763;v3_5_doctor_00091;3_5;1024x1024;3.10403E+18;doctor;right;2;1;1;2;3;;;;;;
764;v3_5_doctor_00092;3_5;1024x1024;3.10403E+18;doctor;right;1;2;3;1;2;;;;;;
765;v3_5_doctor_00093;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;3;;;;;;
766;v3_5_doctor_00094;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;1;3;;;;;;
767;v3_5_doctor_00095;3_5;1024x1024;3.10403E+18;doctor;right;2;2;1;1;1;;;;;;
768;v3_5_doctor_00096;3_5;1024x1024;3.10403E+18;doctor;right;1;1;1;2;1;;;;;;
769;v3_5_doctor_00097;3_5;1024x1024;3.10403E+18;doctor;right;1;2;1;1;1;;;;;;
770;v3_5_doctor_00098;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;3;3;;;;;;
771;v3_5_doctor_00099;3_5;1024x1024;3.10403E+18;doctor;right;1;2;2;2;3;;;;;;
772;v3_5_doctor_00100;3_5;1024x1024;3.10403E+18;doctor;right;1;2;1;2;1;;;;;;
773;v3_5_teacher_00001;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
774;v3_5_teacher_00002;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;3;3;;;;;;
775;v3_5_teacher_00003;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
776;v3_5_teacher_00004;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;3;1;;;;;;
777;v3_5_teacher_00005;3_5;1024x1024;3.10403E+18;teacher;right;2;2;1;2;3;;;;;;
778;v3_5_teacher_00006;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;2;3;;;;;;
779;v3_5_teacher_00007;3_5;1024x1024;3.10403E+18;teacher;right;2;1;1;3;1;;;;;;
780;v3_5_teacher_00008;3_5;1024x1024;3.10403E+18;teacher;right;1;1;2;3;3;;;;;;
781;v3_5_teacher_00009;3_5;1024x1024;3.10403E+18;teacher;right;2;1;1;2;3;;;;;;
782;v3_5_teacher_00010;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;2;3;;;;;;
783;v3_5_teacher_00011;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
784;v3_5_teacher_00012;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;3;3;;;;;;
785;v3_5_teacher_00013;3_5;1024x1024;3.10403E+18;teacher;right;1;2;1;3;3;;;;;;
786;v3_5_teacher_00014;3_5;1024x1024;3.10403E+18;teacher;right;2;2;3;2;3;;;;;;
787;v3_5_teacher_00015;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
788;v3_5_teacher_00016;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;2;2;;;;;;
789;v3_5_teacher_00017;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;2;3;;;;;;
790;v3_5_teacher_00018;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
791;v3_5_teacher_00019;3_5;1024x1024;3.10403E+18;teacher;right;2;1;1;2;3;;;;;;
792;v3_5_teacher_00020;3_5;1024x1024;3.10403E+18;teacher;right;1;1;3;2;3;;;;;;
793;v3_5_teacher_00021;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
794;v3_5_teacher_00022;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
795;v3_5_teacher_00023;3_5;1024x1024;3.10403E+18;teacher;right;2;2;1;1;3;;;;;;
796;v3_5_teacher_00024;3_5;1024x1024;3.10403E+18;teacher;right;2;2;1;1;3;;;;;;
797;v3_5_teacher_00026;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;2;;;;;;
798;v3_5_teacher_00027;3_5;1024x1024;3.10403E+18;teacher;right;2;2;3;1;3;;;;;;
799;v3_5_teacher_00028;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;2;3;;;;;;
800;v3_5_teacher_00029;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
801;v3_5_teacher_00030;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;2;3;;;;;;
802;v3_5_teacher_00031;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
803;v3_5_teacher_00032;3_5;1024x1024;3.10403E+18;teacher;right;1;2;1;1;3;;;;;;
804;v3_5_teacher_00033;3_5;1024x1024;3.10403E+18;teacher;right;2;2;3;3;3;;;;;;
805;v3_5_teacher_00034;3_5;1024x1024;3.10403E+18;teacher;right;1;2;3;2;3;;;;;;
806;v3_5_teacher_00035;3_5;1024x1024;3.10403E+18;teacher;right;2;2;3;1;3;;;;;;
807;v3_5_teacher_00036;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
808;v3_5_teacher_00037;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;3;3;;;;;;
809;v3_5_teacher_00038;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;1;3;;;;;;
810;v3_5_teacher_00039;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;1;3;;;;;;
811;v3_5_teacher_00040;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;2;3;;;;;;
812;v3_5_teacher_00041;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
813;v3_5_teacher_00042;3_5;1024x1024;3.10403E+18;teacher;right;2;1;1;2;3;;;;;;
814;v3_5_teacher_00043;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;1;3;;;;;;
815;v3_5_teacher_00044;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
816;v3_5_teacher_00045;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
817;v3_5_teacher_00046;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;1;;;;;;
818;v3_5_teacher_00047;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;2;1;;;;;;
819;v3_5_teacher_00048;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;2;3;;;;;;
820;v3_5_teacher_00049;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;3;3;;;;;;
821;v3_5_teacher_00050;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;3;3;;;;;;
822;v3_5_teacher_00051;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;1;3;;;;;;
823;v3_5_teacher_00052;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;3;3;;;;;;
824;v3_5_teacher_00053;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;3;3;;;;;;
825;v3_5_teacher_00054;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;1;3;;;;;;
826;v3_5_teacher_00055;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;2;;;;;;
827;v3_5_teacher_00056;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;2;;;;;;
828;v3_5_teacher_00057;3_5;1024x1024;3.10403E+18;teacher;right;1;2;3;3;3;;;;;;
829;v3_5_teacher_00058;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;2;1;;;;;;
830;v3_5_teacher_00059;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;1;2;;;;;;
831;v3_5_teacher_00060;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;1;3;;;;;;
832;v3_5_teacher_00061;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;2;3;;;;;;
833;v3_5_teacher_00062;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;2;3;;;;;;
834;v3_5_teacher_00063;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
835;v3_5_teacher_00064;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;2;2;;;;;;
836;v3_5_teacher_00065;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
837;v3_5_teacher_00066;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;1;3;;;;;;
838;v3_5_teacher_00067;3_5;1024x1024;3.10403E+18;teacher;right;1;1;2;1;3;;;;;;
839;v3_5_teacher_00068;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;2;;;;;;
840;v3_5_teacher_00069;3_5;1024x1024;3.10403E+18;teacher;right;1;2;1;1;3;;;;;;
841;v3_5_teacher_00070;3_5;1024x1024;3.10403E+18;teacher;right;1;2;3;3;2;;;;;;
842;v3_5_teacher_00071;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
843;v3_5_teacher_00072;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
844;v3_5_teacher_00073;3_5;1024x1024;3.10403E+18;teacher;right;2;2;1;3;1;;;;;;
845;v3_5_teacher_00074;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;2;3;;;;;;
846;v3_5_teacher_00075;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
847;v3_5_teacher_00076;3_5;1024x1024;3.10403E+18;teacher;right;1;2;1;2;2;;;;;;
848;v3_5_teacher_00077;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
849;v3_5_teacher_00078;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
850;v3_5_teacher_00079;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;2;;;;;;
851;v3_5_teacher_00080;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;1;3;;;;;;
852;v3_5_teacher_00081;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;1;3;;;;;;
853;v3_5_teacher_00082;3_5;1024x1024;3.10403E+18;teacher;right;2;1;1;3;1;;;;;;
854;v3_5_teacher_00083;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;3;1;;;;;;
855;v3_5_teacher_00084;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;3;3;;;;;;
856;v3_5_teacher_00085;3_5;1024x1024;3.10403E+18;teacher;right;1;1;2;3;3;;;;;;
857;v3_5_teacher_00086;3_5;1024x1024;3.10403E+18;teacher;right;1;2;3;2;3;;;;;;
858;v3_5_teacher_00087;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;2;3;;;;;;
859;v3_5_teacher_00088;3_5;1024x1024;3.10403E+18;teacher;right;1;2;3;1;3;;;;;;
860;v3_5_teacher_00089;3_5;1024x1024;3.10403E+18;teacher;right;2;2;2;2;3;;;;;;
861;v3_5_teacher_00090;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
862;v3_5_teacher_00091;3_5;1024x1024;3.10403E+18;teacher;right;1;2;3;1;1;;;;;;
863;v3_5_teacher_00092;3_5;1024x1024;3.10403E+18;teacher;right;1;1;1;3;3;;;;;;
864;v3_5_teacher_00093;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;2;;;;;;
865;v3_5_teacher_00094;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
866;v3_5_teacher_00095;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;1;3;;;;;;
867;v3_5_teacher_00096;3_5;1024x1024;3.10403E+18;teacher;right;2;1;1;2;3;;;;;;
868;v3_5_teacher_00097;3_5;1024x1024;3.10403E+18;teacher;right;1;2;3;3;3;;;;;;
869;v3_5_teacher_00098;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;2;2;;;;;;
870;v3_5_teacher_00099;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;2;2;;;;;;
871;v3_5_teacher_00100;3_5;1024x1024;3.10403E+18;teacher;right;1;2;2;3;3;;;;;;
